Coordonnees;sitear;neighbourhood;organisat;photo;governorate;district;householdnum;household;men;women;boys;girls;individual;water_access;electric;openelement;damage;hazards;mines;geo;class;accom;siteclass;scoreclass;longitude;latitude;SSID
"42,982900664799;36,7872376884651";;?????;;1439280052450.jpg;Dahuk;Sumel;c. 4-5;6;10;10;5;3;28;4. None;3. Minor;4. None;4. None;4. none;4. none;36,7872376884651,42,982900664799;a. 0-49;unfinished;informal settlement;3.Moderate;42,98290066;36,78723769;IQ0803-0509
"42,969853;36,7699229999999";;?????;;;Dahuk;Sumel;c. 4-5;7;11;9;6;4;30;4. None;3. Minor;4. None;4. None;4. none;4. none;36,7699229999999,42,969853;a. 0-49;unfinished;informal settlement;3.Moderate;42,969853;36,769923;IQ0803-0118
"43,0029097902336;36,8121478814141";;????? ????;;1439296604308.jpg;Dahuk;Sumel;d. 6-7;5;5;6;12;9;32;4. None;3. Minor;4. None;4. None;4. none;4. none;36,8121478814141,43,0029097902336;a. 0-49;unfinished;informal settlement;3.Moderate;43,00290979;36,81214788;IQ0803-0530
"42,7332189999999;37,141989";;?????? ?????;;1439889754664.jpg;Dahuk;Zakho;e. 8-9;5;9;6;12;14;41;4. None;3. Minor;4. None;4. None;4. none;4. none;37,141989,42,7332189999999;a. 0-49;unfinished;informal settlement;3.Moderate;42,733219;37,141989;IQ0804-0209
"42,9749188112189;36,7854887892092";;?????;;1439207955607.jpg;Dahuk;Sumel;c. 4-5;9;9;9;20;10;48;4. None;3. Minor;4. None;4. None;4. none;4. none;36,7854887892092,42,9749188112189;a. 0-49;unfinished;informal settlement;3.Moderate;42,97491881;36,78548879;IQ0803-0452
"42,9840101294491;36,7701670382691";;?????;;1438861068283.jpg;Dahuk;Sumel;c. 4-5;8;9;9;17;9;44;4. None;2. Moderate;4. None;4. None;4. none;4. none;36,7701670382691,42,9840101294491;a. 0-49;tent unfinished;informal settlement;4.Low;42,98401013;36,77016704;IQ0803-0385
"42,9670095827253;36,7851187392447";;?????;;1439106452394.jpg;Dahuk;Sumel;c. 4-5;6;6;7;5;4;22;4. None;2. Moderate;4. None;4. None;4. none;4. none;36,7851187392447,42,9670095827253;a. 0-49;unfinished;informal settlement;3.Moderate;42,96700958;36,78511874;IQ0803-0402
"42,966527600598;36,7854352331732";;?????;;1439103315789.jpg;Dahuk;Sumel;d. 6-7;5;10;7;7;5;29;4. None;2. Moderate;4. None;4. None;4. none;4. none;36,7854352331732,42,966527600598;a. 0-49;unfinished;informal settlement;3.Moderate;42,9665276;36,78543523;IQ0803-0390
"42,9824575595765;36,7704996343825";;?????;;1438851912572.jpg;Dahuk;Sumel;c. 4-5;7;6;10;5;10;31;4. None;2. Moderate;4. None;4. None;4. none;4. none;36,7704996343825,42,9824575595765;a. 0-49;unfinished;informal settlement;4.Low;42,98245756;36,77049963;IQ0803-0380
"42,9831722634777;36,784784055249";;?????;;1439281302287.jpg;Dahuk;Sumel;c. 4-5;6;14;10;4;3;31;4. None;2. Moderate;4. None;4. None;4. none;4. none;36,784784055249,42,9831722634777;a. 0-49;unfinished;informal settlement;3.Moderate;42,98317226;36,78478406;IQ0803-0516
"42,9680070744888;36,7861625193418";;?????;;1439105006402.jpg;Dahuk;Sumel;c. 4-5;7;14;10;6;3;33;4. None;2. Moderate;4. None;4. None;4. none;4. none;36,7861625193418,42,9680070744888;a. 0-49;unfinished;informal settlement;4.Low;42,96800707;36,78616252;IQ0803-0396
"42,9730083325012;36,7811213744518";;?????;;1439110717380.jpg;Dahuk;Sumel;d. 6-7;6;8;9;16;5;38;4. None;2. Moderate;4. None;4. None;4. none;4. none;36,7811213744518,42,9730083325012;a. 0-49;unfinished;informal settlement;4.Low;42,97300833;36,78112137;IQ0803-0414
"42,9785438103576;36,770179450694";;?????;;1438848369214.jpg;Dahuk;Sumel;c. 4-5;8;11;6;10;12;39;4. None;2. Moderate;4. None;4. None;4. none;4. none;36,770179450694,42,9785438103576;a. 0-49;unfinished;informal settlement;4.Low;42,97854381;36,77017945;IQ0803-0372
"42,9823491370034;36,7884331809496";;?????;;1439278135619.jpg;Dahuk;Sumel;d. 6-7;7;9;13;10;9;41;4. None;2. Moderate;4. None;4. None;4. none;4. none;36,7884331809496,42,9823491370034;a. 0-49;unfinished;informal settlement;3.Moderate;42,98234914;36,78843318;IQ0803-0508
"42,9797517778463;36,7831907220071";;?????;;1439190639277.jpg;Dahuk;Sumel;e. 8-9;6;11;12;13;10;46;4. None;2. Moderate;4. None;4. None;4. none;4. none;36,7831907220071,42,9797517778463;a. 0-49;unfinished;informal settlement;3.Moderate;42,97975178;36,78319072;IQ0803-0437
"42,9662899993411;36,7689229911953";;?????;;1438765653163.jpg;Dahuk;Sumel;d. 6-7;5;8;8;9;5;30;2. Moderate;2. Moderate;4. None;4. None;4. none;4. none;36,7689229911953,42,9662899993411;a. 0-49;unfinished;informal settlement;3.Moderate;42,96629;36,76892299;IQ0803-0350
"43,3538018917356;36,7004722477493";???? ??? ???;????? ( ?? ?? ??? );;1440330068211.jpg;Ninewa;Shikhan;e. 8-9;6;13;15;11;14;53;2. Moderate;2. Moderate;4. None;4. None;4. none;4. none;36,7004722477493,43,3538018917356;b. 50-99;unfinished;informal settlement;3.Moderate;43,35380189;36,70047225;IQ1506-0020
"43,3381894783144;37,0403324645002";?????? ????;????? ;;1440056050143.jpg;Dahuk;Amedi;c. 4-5;14;16;19;19;21;75;4. None;2. Moderate;4. None;4. None;4. none;4. none;37,0403324645002,43,3381894783144;b. 50-99;finished;Collective Center;3.Moderate;43,33818948;37,04033246;IQ0801-0055
"42,979446833333;36,7849318477058";;?????;;1439196532620.jpg;Dahuk;Sumel;c. 4-5;5;11;6;1;5;23;4. None;2. Moderate;4. None;4. None;4. none;4. none;36,7849318477058,42,979446833333;a. 0-49;unfinished;informal settlement;2.High;42,97944683;36,78493185;IQ0803-0489
"42,9758097632092;36,7849579886657";;?????;;1439208234070.jpg;Dahuk;Sumel;c. 4-5;5;7;8;5;7;27;4. None;2. Moderate;4. None;4. None;4. none;4. none;36,7849579886657,42,9758097632092;a. 0-49;unfinished;informal settlement;3.Moderate;42,97580976;36,78495799;IQ0803-0492
"42,9751087434884;36,7824232626366";;?????;;1439124244513.jpg;Dahuk;Sumel;d. 6-7;8;14;17;8;8;47;4. None;2. Moderate;4. None;4. None;4. none;4. none;36,7824232626366,42,9751087434884;a. 0-49;unfinished;informal settlement;3.Moderate;42,97510874;36,78242326;IQ0803-0431
"42,7825010830097;36,7855377976126";;?????;;1439449312783.jpg;Dahuk;Sumel;e. 8-9;6;15;11;13;9;48;4. None;2. Moderate;4. None;4. None;4. none;4. none;36,7855377976126,42,7825010830097;a. 0-49;unfinished;informal settlement;3.Moderate;42,78250108;36,7855378;IQ0803-0558
"42,9789600074271;36,7830649847094";;?????;;1439192416529.jpg;Dahuk;Sumel;d. 6-7;9;16;16;11;10;53;4. None;2. Moderate;4. None;4. None;4. none;4. none;36,7830649847094,42,9789600074271;b. 50-99;unfinished;informal settlement;3.Moderate;42,97896001;36,78306498;IQ0803-0488
"42,9836007750035;36,7879612581064";;?????;;1439279926098.jpg;Dahuk;Sumel;c. 4-5;14;14;20;9;18;61;4. None;2. Moderate;4. None;4. None;4. none;4. none;36,7879612581064,42,9836007750035;b. 50-99;unfinished;informal settlement;3.Moderate;42,98360078;36,78796126;IQ0803-0512
"42,7221839999999;37,1798259999999";;???? ???? ???;;1439886912824.jpg;Dahuk;Zakho;b. 2-3;135;170;102;70;65;407;3. Minor;1. Major;4. None;4. None;4. none;4. none;37,1798259999999,42,7221839999999;d. 250-499;unfinished;informal settlement;2.High;42,722184;37,179826;IQ0804-0289
"43,0479260861068;37,0101682319854";??????;??????;;1438162219692.jpg;Dahuk;Dahuk;c. 4-5;6;8;10;9;6;33;4. None;4. None;1. Major;4. None;4. none;4. none;37,0101682319854,43,0479260861068;a. 0-49;finished;Collective Center;3.Moderate;43,04792609;37,01016823;IQ0802-0142
"43,9845559999999;36,7936049999999";;???????;;1440408139124.jpg;Ninewa;Akre;c. 4-5;13;19;17;8;9;53;4. None;4. None;3. Minor;4. None;3. Minor;4. none;36,7936049999999,43,9845559999999;b. 50-99;finished;informal settlement;4.Low;43,984556;36,793605;IQ1501-0017
"43,3385839999999;37,0337049999999";;????? ( ????? ??????);;1439982392709.jpg;Dahuk;Amedi;c. 4-5;18;21;26;18;23;88;4. None;4. None;3. Minor;4. None;4. none;4. none;37,0337049999999,43,3385839999999;b. 50-99;finished;informal settlement;4.Low;43,338584;37,033705;IQ0801-0019
"42,7889259731149;36,7822905690474";;?????;;1439194941017.jpg;Dahuk;Sumel;d. 6-7;5;7;8;10;7;32;4. None;4. None;3. Minor;4. None;4. none;4. none;36,7822905690474,42,7889259731149;a. 0-49;finished;informal settlement;4.Low;42,78892597;36,78229057;IQ0803-0445
"43,376907;37,0873169999999";;???? ??????;;1439882852224.jpg;Dahuk;Amedi;d. 6-7;5;9;8;7;9;33;4. None;4. None;2. Moderate;4. None;4. none;4. none;37,0873169999999,43,376907;a. 0-49;finished;informal settlement;4.Low;43,376907;37,087317;IQ0801-0010
"42,808214;36,861966";;??????;;1438593172874.jpg;Dahuk;Sumel;b. 2-3;5;4;5;2;1;12;4. None;4. None;4. None;4. None;4. none;4. none;36,861966,42,808214;a. 0-49;finished;informal settlement;4.Low;42,808214;36,861966;IQ0803-0146
"44,6067192372295;36,0855003365516";???? ??????;???? ?????? - ??? ???? ???????;;1440333975453.jpg;Erbil;Koisnjaq;b. 2-3;7;2;6;4;4;16;4. None;4. None;4. None;4. None;4. none;4. none;36,0855003365516,44,6067192372295;a. 0-49;finished;Collective Center;3.Moderate;44,60671924;36,08550034;IQ1103-0014
"45,3999069999999;34,316361";;??????/?????? /??? ?????? ??????;;1440927477292.jpg;Diyala;Khanaqin;b. 2-3;8;2;1;6;9;18;4. None;4. None;4. None;4. None;4. none;4. none;34,316361,45,3999069999999;a. 0-49;finished;informal settlement;4.Low;45,399907;34,316361;IQ1004-0028
"42,7794273624981;36,769617605877";;????? ???;;1439286257060.jpg;Dahuk;Sumel;b. 2-3;6;5;9;3;2;19;4. None;4. None;4. None;4. None;4. none;4. none;36,769617605877,42,7794273624981;a. 0-49;finished;informal settlement;4.Low;42,77942736;36,76961761;IQ0803-0511
"42,7798513615013;36,7688259538729";;????? ???;;1439284321408.jpg;Dahuk;Sumel;c. 4-5;5;5;6;6;2;19;4. None;4. None;4. None;4. None;4. none;4. none;36,7688259538729,42,7798513615013;a. 0-49;finished;informal settlement;4.Low;42,77985136;36,76882595;IQ0803-0520
"42,7801747653122;36,7703392593775";;????? ???;;1439292611859.jpg;Dahuk;Sumel;c. 4-5;5;6;12;0;1;19;4. None;4. None;4. None;4. None;4. none;4. none;36,7703392593775,42,7801747653122;a. 0-49;finished;informal settlement;4.Low;42,78017477;36,77033926;IQ0803-0532
"42,9765904011568;36,78421772182";;?????;;1439206306118.jpg;Dahuk;Sumel;c. 4-5;6;6;8;8;9;31;4. None;4. None;4. None;4. None;4. none;4. none;36,78421772182,42,9765904011568;a. 0-49;finished;informal settlement;4.Low;42,9765904;36,78421772;IQ0803-0449
"42,7800190718995;36,7703711811988";;????? ???;;1439291719987.jpg;Dahuk;Sumel;c. 4-5;6;7;7;9;8;31;4. None;4. None;4. None;4. None;4. none;4. none;36,7703711811988,42,7800190718995;a. 0-49;finished;informal settlement;4.Low;42,78001907;36,77037118;IQ0803-0528
"42,7687960859834;36,7671336381944";;????? ???????;;1439464917891.jpg;Dahuk;Sumel;c. 4-5;6;9;9;3;10;31;4. None;4. None;4. None;4. None;4. none;4. none;36,7671336381944,42,7687960859834;a. 0-49;finished;informal settlement;4.Low;42,76879609;36,76713364;IQ0803-0566
"42,7909893573208;36,7894500549582";???? ???? ????;?????;;1438851133299.jpg;Dahuk;Sumel;d. 6-7;5;9;10;9;3;31;4. None;4. None;4. None;4. None;4. none;4. none;36,7894500549582,42,7909893573208;a. 0-49;finished;informal settlement;4.Low;42,79098936;36,78945005;IQ0803-0379
"45,0778888953931;35,8552905012875";????? ?????;?????;;1441006469857.jpg;Sulaymaniyah;Dokan;c. 4-5;8;9;12;7;6;34;4. None;4. None;4. None;4. None;4. none;4. none;35,8552905012875,45,0778888953931;a. 0-49;finished;Collective Center;4.Low;45,0778889;35,8552905;IQ0503-0007
"43,0394692332505;36,8097165250211";;????;;1438504913170.jpg;Dahuk;Sumel;d. 6-7;6;12;7;6;9;34;4. None;4. None;4. None;4. None;4. none;4. none;36,8097165250211,43,0394692332505;a. 0-49;finished;informal settlement;5.None;43,03946923;36,80971653;IQ0803-0301
"43,9458943207241;36,8097612807557";??? ???? ???;??????? ( ???? ?????);;1440406105577.jpg;Ninewa;Akre;d. 6-7;5;5;5;12;13;35;4. None;4. None;4. None;4. None;4. none;4. none;36,8097612807557,43,9458943207241;a. 0-49;finished;informal settlement;5.None;43,94589432;36,80976128;IQ1501-0034
"43,8738485066621;36,7242036273712";????? ???? ?????;???? ?????;;1440329237218.jpg;Ninewa;Akre;d. 6-7;7;11;10;11;9;41;4. None;4. None;4. None;4. None;4. none;4. none;36,7242036273712,43,8738485066621;a. 0-49;finished;Collective Center;4.Low;43,87384851;36,72420363;IQ1501-0031
"44,6072789999999;36,066549";;??????;;1440321365351.jpg;Erbil;Koisnjaq;a. <2;43;12;8;12;10;42;4. None;4. None;4. None;4. None;4. none;4. none;36,066549,44,6072789999999;a. 0-49;finished;informal settlement;3.Moderate;44,607279;36,066549;IQ1103-0001
"42,8063387455566;37,1791098288039";????? ??????;??????;;1439974347191.jpg;Dahuk;Zakho;d. 6-7;6;12;8;9;14;43;4. None;4. None;4. None;4. None;4. none;4. none;37,1791098288039,42,8063387455566;a. 0-49;finished;Collective Center;4.Low;42,80633875;37,17910983;IQ0804-0319
"44,9664649999999;35,932001";;??????;;1440923811047.jpg;Sulaymaniyah;Dokan;c. 4-5;9;12;12;12;13;49;4. None;4. None;4. None;4. None;4. none;4. none;35,932001,44,9664649999999;a. 0-49;finished;informal settlement;4.Low;44,966465;35,932001;IQ0503-0001
"44,842046;36,014569";;???????;;1440921648118.jpg;Sulaymaniyah;Dokan;d. 6-7;9;13;9;13;16;51;4. None;4. None;4. None;4. None;4. none;4. none;36,014569,44,842046;b. 50-99;finished;informal settlement;4.Low;44,842046;36,014569;IQ0503-0003
"42,682845291171;37,1413094017774";???? ????;?? ?????;;1440063594999.jpg;Dahuk;Zakho;c. 4-5;11;14;12;15;12;53;4. None;4. None;4. None;4. None;4. none;4. none;37,1413094017774,42,682845291171;b. 50-99;finished;Collective Center;4.Low;42,68284529;37,1413094;IQ0804-0324
"45,446044;35,553716";;????? ?????;;1440575631306.jpg;Sulaymaniyah;Sulaymaniyah;c. 4-5;14;15;15;16;17;63;4. None;4. None;4. None;4. None;4. none;4. none;35,553716,45,446044;b. 50-99;finished;informal settlement;4.Low;45,446044;35,553716;IQ0510-0010
"45,396394;35,5616959999999";;??????;;1440580461716.jpg;Sulaymaniyah;Sulaymaniyah;c. 4-5;16;17;18;13;16;64;4. None;4. None;4. None;4. None;4. none;4. none;35,5616959999999,45,396394;b. 50-99;finished;informal settlement;4.Low;45,396394;35,561696;IQ0510-0009
"42,7794436602575;36,7701212758589";;?????  ;;1439281755220.jpg;Dahuk;Sumel;d. 6-7;11;17;22;15;26;80;4. None;4. None;4. None;4. None;4. none;4. none;36,7701212758589,42,7794436602575;b. 50-99;finished;informal settlement;4.Low;42,77944366;36,77012128;IQ0803-0507
"42,7926992107571;36,7906724533065";???? ???? ???; ?????;;1438849016824.jpg;Dahuk;Sumel;e. 8-9;10;18;23;19;21;81;4. None;4. None;4. None;4. None;4. none;4. none;36,7906724533065,42,7926992107571;b. 50-99;finished;informal settlement;4.Low;42,79269921;36,79067245;IQ0803-0374
"45,4986316247792;35,6292334136234";?????;?????;;1440573311815.jpg;Sulaymaniyah;Sharbazher;b. 2-3;30;36;40;9;11;96;4. None;4. None;4. None;4. None;4. none;4. none;35,6292334136234,45,4986316247792;b. 50-99;finished;informal settlement;4.Low;45,49863162;35,62923341;IQ0509-0003
"43,0114374414479;36,7745095164189";;???? ????;;1438675154470.jpg;Dahuk;Sumel;f. >10;9;18;13;30;42;103;4. None;4. None;4. None;4. None;4. none;4. none;36,7745095164189,43,0114374414479;c. 100-249;finished;informal settlement;5.None;43,01143744;36,77450952;IQ0803-0336
"42,7898709557461;36,7824040919798";;?????;;1439192502322.jpg;Dahuk;Sumel;d. 6-7;5;8;9;8;4;29;4. None;4. None;4. None;4. None;4. none;4. none;36,7824040919798,42,7898709557461;a. 0-49;finished;informal settlement;4.Low;42,78987096;36,78240409;IQ0803-0490
"42,675479;36,962668";;?????;;1438675915421.jpg;Dahuk;Sumel;d. 6-7;5;8;9;5;12;34;4. None;4. None;4. None;4. None;4. none;4. none;36,962668,42,675479;a. 0-49;finished;informal settlement;4.Low;42,675479;36,962668;IQ0803-0130
"43,3362293797169;37,0444025575019";????? ?????????;????? ???? ??????;;1440069529484.jpg;Dahuk;Amedi;b. 2-3;6;6;7;3;5;21;4. None;3. Minor;4. None;4. None;3. Minor;4. none;37,0444025575019,43,3362293797169;a. 0-49;finished;Collective Center;3.Moderate;43,33622938;37,04440256;IQ0801-0067
"43,0965186854649;37,0364959672906";????? ????? ???????;???????;;1438156953358.jpg;Dahuk;Dahuk;d. 6-7;7;9;12;17;10;48;4. None;3. Minor;4. None;4. None;4. none;4. none;37,0364959672906,43,0965186854649;a. 0-49;finished;Collective Center;4.Low;43,09651869;37,03649597;IQ0802-0132
"43,6472363164936;36,3533512668768";;??????;;1440579993226.jpg;Ninewa;Hamdaniya;c. 4-5;5;6;5;5;5;21;4. None;4. None;1. Major;3. Minor;3. Minor;4. none;36,3533512668768,43,6472363164936;a. 0-49;improved;informal settlement;3.Moderate;43,64723632;36,35335127;IQ1503-0007
"42,8076777091095;36,8211692255311";???? ??? ???;???? ??? ?????? ;;1439468130909.jpg;Dahuk;Sumel;c. 4-5;12;15;12;15;16;58;4. None;4. None;1. Major;3. Minor;3. Minor;4. none;36,8211692255311,42,8076777091095;b. 50-99;tent unfinished;informal settlement;3.Moderate;42,80767771;36,82116923;IQ0803-0567
"45,3943879999999;34,322906";;?????? / ?????? ?????? ????;;1440937606318.jpg;Diyala;Khanaqin;b. 2-3;5;1;1;7;7;16;4. None;4. None;1. Major;3. Minor;4. none;4. none;34,322906,45,3943879999999;a. 0-49;unfinished;informal settlement;3.Moderate;45,394388;34,322906;IQ1004-0025
"44,9466212455421;34,691013511977";????????? ????;?? ????? ???? ???? ????;;1440689001379.jpg;Diyala;Kifri;b. 2-3;6;5;8;3;5;21;4. None;4. None;1. Major;3. Minor;4. none;4. none;34,691013511977,44,9466212455421;a. 0-49;unfinished;informal settlement;2.High;44,94662125;34,69101351;IQ1005-0022
"43,336534;36,6817569999999";;?????;;1440317989487.jpg;Ninewa;Shikhan;c. 4-5;5;5;5;5;9;24;4. None;4. None;1. Major;3. Minor;1. Major;4. none;36,6817569999999,43,336534;a. 0-49;unfinished;informal settlement;3.Moderate;43,336534;36,681757;IQ1506-0014
"44,947709;34,691647";;?? ????? ???? ???? ????;;1440685740514.jpg;Diyala;Kifri;c. 4-5;5;5;8;7;5;25;4. None;4. None;1. Major;3. Minor;4. none;4. none;34,691647,44,947709;a. 0-49;unfinished;informal settlement;3.Moderate;44,947709;34,691647;IQ1005-0013
"44,946775;34,6910379999999";;?? ????? ???? ???? ????;;1440687326303.jpg;Diyala;Kifri;c. 4-5;7;5;8;6;9;28;4. None;4. None;1. Major;3. Minor;4. none;4. none;34,6910379999999,44,946775;a. 0-49;unfinished;informal settlement;3.Moderate;44,946775;34,691038;IQ1005-0004
"42,8199979999999;36,8453239999999";;???? ?????;;1439110144556.jpg;Dahuk;Sumel;d. 6-7;38;48;39;65;63;215;4. None;4. None;1. Major;3. Minor;4. none;4. none;36,8453239999999,42,8199979999999;c. 100-249;unfinished;informal settlement;3.Moderate;42,819998;36,845324;IQ0803-0143
"43,1626699999999;36,94328";;??? ??????;;1438083933226.jpg;Dahuk;Dahuk;d. 6-7;6;19;9;4;2;34;4. None;4. None;1. Major;3. Minor;4. none;4. none;36,94328,43,1626699999999;a. 0-49;tent skelekon;informal settlement;3.Moderate;43,16267;36,94328;IQ0802-0093
"42,893056;36,9090739999999";;????;;1438500855405.jpg;Dahuk;Sumel;d. 6-7;5;10;8;7;5;30;4. None;4. None;1. Major;3. Minor;4. none;4. none;36,9090739999999,42,893056;a. 0-49;unfinished;informal settlement;3.Moderate;42,893056;36,909074;IQ0803-0070
"43,4547359999999;37,103115";;?????;;1440058410536.jpg;Dahuk;Amedi;c. 4-5;24;45;35;26;19;125;4. None;3. Minor;1. Major;3. Minor;4. none;4. none;37,103115,43,4547359999999;c. 100-249;tent skelekon;informal settlement;3.Moderate;43,454736;37,103115;IQ0801-0047
"42,8885459999999;36,9115219999999";;????;;1438501001638.jpg;Dahuk;Sumel;d. 6-7;5;10;7;6;5;28;4. None;3. Minor;1. Major;3. Minor;4. none;4. none;36,9115219999999,42,8885459999999;a. 0-49;unfinished;informal settlement;3.Moderate;42,888546;36,911522;IQ0803-0028
"42,88710080288;36,9102565624122";????;????;;1438497957601.jpg;Dahuk;Sumel;d. 6-7;5;7;7;11;4;29;4. None;3. Minor;1. Major;3. Minor;4. none;4. none;36,9102565624122,42,88710080288;a. 0-49;unfinished;informal settlement;3.Moderate;42,8871008;36,91025656;IQ0803-0286
"42,8920269999999;36,906682";;????;;1438499977004.jpg;Dahuk;Sumel;d. 6-7;5;8;6;13;10;37;4. None;3. Minor;1. Major;3. Minor;4. none;4. none;36,906682,42,8920269999999;a. 0-49;unfinished;informal settlement;3.Moderate;42,892027;36,906682;IQ0803-0058
"42,883955;36,911341";;????;;1438501906013.jpg;Dahuk;Sumel;d. 6-7;7;10;8;15;7;40;4. None;3. Minor;1. Major;3. Minor;4. none;4. none;36,911341,42,883955;a. 0-49;unfinished;informal settlement;3.Moderate;42,883955;36,911341;IQ0803-0029
"42,813088;37,1874049999999";;?????;;1439975862546.jpg;Dahuk;Zakho;b. 2-3;19;14;12;10;21;57;4. None;3. Minor;1. Major;3. Minor;3. Minor;4. none;37,1874049999999,42,813088;b. 50-99;unfinished;informal settlement;2.High;42,813088;37,187405;IQ0804-0201
"43,488324897907;37,0931296326678";?????;??????;;1440060636825.jpg;Dahuk;Amedi;b. 2-3;5;4;5;3;3;15;2. Moderate;3. Minor;1. Major;3. Minor;4. none;4. none;37,0931296326678,43,488324897907;a. 0-49;finished;informal settlement;2.High;43,4883249;37,09312963;IQ0801-0060
"42,489215;37,021661";;??????;;1439281971360.jpg;Dahuk;Sumel;c. 4-5;5;6;8;4;5;23;2. Moderate;3. Minor;1. Major;3. Minor;4. none;4. none;37,021661,42,489215;a. 0-49;finished;informal settlement;3.Moderate;42,489215;37,021661;IQ0803-0199
"42,4320115700727;37,0883383279134";??????;??????;;1439369919358.jpg;Dahuk;Zakho;e. 8-9;130;200;180;300;300;980;4. None;3. Minor;1. Major;3. Minor;4. none;4. none;37,0883383279134,42,4320115700727;e. 500-999;tent unfinished finished;informal settlement;3.Moderate;42,43201157;37,08833833;IQ0804-0301
"42,743859;37,1474959999999";;????????;;1439712673013.jpg;Dahuk;Zakho;c. 4-5;5;7;5;4;4;20;4. None;3. Minor;1. Major;3. Minor;4. none;4. none;37,1474959999999,42,743859;a. 0-49;unfinished;informal settlement;2.High;42,743859;37,147496;IQ0804-0243
"42,8871449999999;36,9039149999999";;????;;1438673437419.jpg;Dahuk;Sumel;c. 4-5;6;11;7;7;6;31;4. None;2. Moderate;1. Major;3. Minor;4. none;4. none;36,9039149999999,42,8871449999999;a. 0-49;unfinished;informal settlement;3.Moderate;42,887145;36,903915;IQ0803-0056
"42,729326;37,179881";;??? ???? ???;;1439885454966.jpg;Dahuk;Zakho;d. 6-7;325;440;480;620;740;2280;3. Minor;1. Major;1. Major;3. Minor;3. Minor;4. none;37,179881,42,729326;f. >=1000;skeleton;informal settlement;2.High;42,729326;37,179881;IQ0804-0288
"43,001657;37,17739";;??????;;1439716377779.jpg;Dahuk;Zakho;c. 4-5;13;17;18;10;14;59;1. Major;1. Major;1. Major;3. Minor;1. Major;4. none;37,17739,43,001657;b. 50-99;unfinished;informal settlement;1.Extreme;43,001657;37,17739;IQ0804-0187
"44,3265070583;32,1391639684";???? ??? ???? ??????;??? ?????;reach_initiative;1425883439542.jpg;Najaf;Najaf;c. 4-5;18;15;25;18;20;78;4. None;4. None;1. Major;3. Minor;1. Major;4. none;32,1391639684,44,3265070583;b. 50-99;skeleton;informal settlement;3.Moderate;44,32650706;32,13916397;
"44,3258801327;32,1299303605";???? ???? ????? ???????;???? ???;reach_initiative;1425632733116.jpg;Najaf;Najaf;d. 6-7;5;5;5;9;10;29;4. None;4. None;1. Major;3. Minor;1. Major;4. none;32,1299303605,44,3258801327;a. 0-49;unfinished;informal settlement;3.Moderate;44,32588013;32,12993036;
"44,3234986734;32,1481622525";???? ????? ???? ?? ????;??? ?????;reach_initiative;1425979100346.jpg;Najaf;Najaf;d. 6-7;6;8;10;11;8;37;4. None;4. None;1. Major;3. Minor;1. Major;4. none;32,1481622525,44,3234986734;a. 0-49;unfinished;informal settlement;3.Moderate;44,32349867;32,14816225;
"44,1570441518;32,4723380338";???? ?????;?????? ??????;iom;1428907826088.jpg;Kerbala;Al-Hindiya;c. 4-5;5;8;5;7;4;24;4. None;4. None;1. Major;3. Minor;4. none;4. none;32,4723380338,44,1570441518;a. 0-49;finished;Collective Center;3.Moderate;44,15704415;32,47233803;
"43,898684;34,197019";??? ?????-??????-? ? ??????-?? ?????? ?(25/???????)- ???? 332-?????;??? ?????-??????-? ? ??????-?? ?????? ?(25/???????)- ???? 332- ?????;iom;1426897411749.jpg;Salah al-Din;Al-Daur;c. 4-5;5;5;7;7;8;27;3. Minor;4. None;1. Major;3. Minor;1. Major;1. Major;34,197019,43,898684;a. 0-49;finished;Collective Center;2.High;43,898684;34,197019;
"43,872013;34,182021";??? ?????-??????-? ? ??????-?? ??????? (?????) - ???? ??? - ????? ?????;??? ?????-??????-? ? ??????-?? ??????? (?????)- ???? 113 - ???? ??? - ????? ??????;iom;1426635251798.jpg;Salah al-Din;Samarra;c. 4-5;11;12;15;13;19;59;3. Minor;4. None;1. Major;3. Minor;1. Major;1. Major;34,182021,43,872013;b. 50-99;finished;informal settlement;2.High;43,872013;34,182021;
"43,900095;34,204575";??? ?????-??????-? ? ??????-?? ??????? - ?????;??? ?????-??????-? ? ??????- ?? ???????- ?????;iom;1426602788995.jpg;Salah al-Din;Al-Daur;c. 4-5;59;70;84;53;68;275;3. Minor;4. None;1. Major;3. Minor;1. Major;1. Major;34,204575,43,900095;d. 250-499;finished;Collective Center;2.High;43,900095;34,204575;
"43,956985;34,33323";??? ?????-??????-? ? ??????-?? ?????? ?(25/???????)- ???? 336- ?????- ?????? ??????;??? ?????-??????-? ? ??????-?? ?????? ?(25/???????)-???? 336- ?????- ?????? ??????;iom;1426667938604.jpg;Salah al-Din;Al-Daur;d. 6-7;164;192;229;280;351;1052;3. Minor;4. None;1. Major;3. Minor;1. Major;1. Major;34,33323,43,956985;f. >=1000;open;Collective Center;2.High;43,956985;34,33323;
"43,887462;34,184825";??? ?????-??????- ? ? ?????? - ?? ??????(25/???????)- ???? 332- ???? - ???? ???????;??? ?????-??????- ? ? ??????- ?? ??????(25/???????) ???? 332- ???? - ???? ???????;iom;1425571487045.jpg;Salah al-Din;Al-Daur;c. 4-5;5;4;4;8;9;25;3. Minor;4. None;1. Major;3. Minor;1. Major;1. Major;34,184825,43,887462;a. 0-49;unfinished;Collective Center;2.High;43,887462;34,184825;
